Domain Code,Domain,Area Code,Area,Item Code (CPC),Item(M49),Flag,Flag Description,Unit,2015,2016,2017,2018,2019,2020,2021,Element,Element Code
TCL,Crops and livestock products,616,Poland,F1802,Fruit ,A,Official figure ,1000 US$,1702208.35,1765140.55,2237642.34,2272509.12,2199278.37,2496555.6,2739932.17,Import Value,5622
TCL,Crops and livestock products,616,Poland,F1773,Nuts ,A,Official figure ,1000 US$,413306.42,316742.69,367618.08,441631.85,399120.34,457134.86,510152.5,Import Value,5622
TCL,Crops and livestock products,616,Poland,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,1387204.36,1417936.32,1703705.12,1702600.55,1656488.79,1574584.71,1512739.03,Import Value,5622
TCL,Crops and livestock products,616,Poland,F2074,Poultry Meat ,A,Official figure ,1000 US$,92361.78,114305.96,131379.9,183446.84,184859.31,137572.56,199182.71,Import Value,5622
TCL,Crops and livestock products,616,Poland,F1719,Roots and Tubers ,A,Official figure ,1000 US$,85399.35,121493.72,132818.86,155988.69,233428.7,184960.18,204762.89,Import Value,5622
TCL,Crops and livestock products,616,Poland,F1734,Vegetables ,A,Official figure ,1000 US$,894625.79,934937.06,1097636.78,1186018.19,1323785.19,1431798.37,1626053.06,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F2071,Bovine Meat ,A,Official figure ,1000 US$,34365.43,39598.06,41478.68,63111.22,53826.38,53658.03,76911.81,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F1944,Cereals ,A,Official figure ,1000 US$,53074.1,70820.84,81862.7,129573.15,109195.81,97549.25,102935.87,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F1887,Dairy Products ,A,Official figure ,1000 US$,305763.12,270196.43,313300.29,315830.81,307470.31,305000.54,385548.36,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F1782,Eggs ,A,Official figure ,1000 US$,70165.69,53927.86,63664.46,59899.46,62936.34,59413.11,72502.28,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,93239.54,99698.29,124518.85,178104.86,168511.47,202587.48,252960.06,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F1802,Fruit ,A,Official figure ,1000 US$,587574.98,608509.7,759270.85,835591.44,823486.08,930518.65,923215.04,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F1773,Nuts ,A,Official figure ,1000 US$,79614.25,85783.08,85854.64,87146.5,104033.52,82753.59,112647.01,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,226547.05,230273.03,170444.63,150183.61,163416.49,191301.77,179538.91,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F2074,Poultry Meat ,A,Official figure ,1000 US$,65722.67,70266.68,82092.33,62890.63,47696.32,44186.64,71142.25,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F1719,Roots and Tubers ,A,Official figure ,1000 US$,24022.06,32379.84,32312.55,27373.2,52737.53,45271.55,45664.3,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F1734,Vegetables ,A,Official figure ,1000 US$,603589.44,629442.67,684747.67,728304.61,712668.03,773111.89,858552.8,Export Value,5922
TCL,Crops and livestock products,620,Portugal,F2071,Bovine Meat ,A,Official figure ,1000 US$,465137.57,490402.28,562917.37,677378.86,652721.2,579393.49,672151.33,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F1944,Cereals ,A,Official figure ,1000 US$,807284.54,804694.76,870848.69,1010590.07,883092.78,879788.39,1085692.12,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F1887,Dairy Products ,A,Official figure ,1000 US$,530884.81,502378.01,528653.74,593133.8,576890.47,572069.97,641085.45,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F1782,Eggs ,A,Official figure ,1000 US$,30256.23,24960.99,36739,40905.78,39690.08,27152.32,34224.87,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,371000.16,402579.41,436754.9,471481.19,458447.03,470941.21,579442.66,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F1802,Fruit ,A,Official figure ,1000 US$,704122.81,864433.83,967364.04,1049407.13,966662.28,1088300.25,1132212.43,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F1773,Nuts ,A,Official figure ,1000 US$,88505.39,90515.36,108125.34,125229.36,113593.99,121328.62,128842.02,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,382868.68,350951.13,407827.53,421187.69,413026.72,396767.68,432586.06,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F2074,Poultry Meat ,A,Official figure ,1000 US$,212834.81,218718.05,222849.74,253558.74,261735.55,230399.39,250531.39,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F1719,Roots and Tubers ,A,Official figure ,1000 US$,140634.27,185540.76,171486.63,196691.84,210427.57,174337.91,185420.93,Import Value,5622
TCL,Crops and livestock products,620,Portugal,F1734,Vegetables ,A,Official figure ,1000 US$,339380.12,372284.83,412067.91,459516.32,478320.63,503607.92,550098.79,Import Value,5622
TCL,Crops and livestock products,642,Romania,F2071,Bovine Meat ,A,Official figure ,1000 US$,26717.38,33203.2,50491.57,41942.18,30275.68,23704.52,29901.78,Export Value,5922
TCL,Crops and livestock products,642,Romania,F1944,Cereals ,A,Official figure ,1000 US$,2183794.16,2275888.54,2212142.27,2569701.59,2866859.63,2470236.7,4236546.74,Export Value,5922
TCL,Crops and livestock products,642,Romania,F1887,Dairy Products ,A,Official figure ,1000 US$,101814.27,103301.7,128995.53,157386.83,156690.69,153761.42,177764.42,Export Value,5922
TCL,Crops and livestock products,642,Romania,F1782,Eggs ,A,Official figure ,1000 US$,22475.2,12286.36,17972.62,25797.38,22907.28,19107.03,21954.35,Export Value,5922
TCL,Crops and livestock products,642,Romania,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,260330.49,211346.09,212819.09,289508.18,293609.36,313703.83,383896.75,Export Value,5922
TCL,Crops and livestock products,642,Romania,F1802,Fruit ,A,Official figure ,1000 US$,47814.45,43194.92,57350.99,72370.97,66893.84,80386.44,104124.07,Export Value,5922
TCL,Crops and livestock products,642,Romania,F1773,Nuts ,A,Official figure ,1000 US$,58877.59,31576.35,40854.64,40234.04,34084,42594.79,51779.78,Export Value,5922
TCL,Crops and livestock products,642,Romania,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,78774.93,102368.11,117939.06,101346.33,81797.37,94566.62,92648.5,Export Value,5922
TCL,Crops and livestock products,642,Romania,F2074,Poultry Meat ,A,Official figure ,1000 US$,193221.91,173403.64,179079.2,231728.43,221647.66,198961.85,251721.38,Export Value,5922
TCL,Crops and livestock products,642,Romania,F1719,Roots and Tubers ,A,Official figure ,1000 US$,1252.21,930.11,3012.47,2737.21,2271.64,4546.85,5036.42,Export Value,5922
TCL,Crops and livestock products,642,Romania,F1734,Vegetables ,A,Official figure ,1000 US$,112777.15,95393.01,120014.56,140536.24,127209.86,151671.17,187112.86,Export Value,5922
TCL,Crops and livestock products,642,Romania,F2071,Bovine Meat ,A,Official figure ,1000 US$,83303.37,87468.17,66726.65,84104.57,87901.43,91615.67,116412.47,Import Value,5622
TCL,Crops and livestock products,642,Romania,F1944,Cereals ,A,Official figure ,1000 US$,585008.84,637648.83,513666.27,383603.33,440329.97,801688.89,748777.58,Import Value,5622
TCL,Crops and livestock products,642,Romania,F1887,Dairy Products ,A,Official figure ,1000 US$,305961.69,388525.03,497021.37,543755.01,588897.96,668097.39,812292.94,Import Value,5622
TCL,Crops and livestock products,642,Romania,F1782,Eggs ,A,Official figure ,1000 US$,33915.09,31904.99,36976.79,35134.78,37732.9,41722.7,50061.85,Import Value,5622
TCL,Crops and livestock products,642,Romania,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,458902.41,424787.79,496076.38,607156.01,598104.02,657539.46,807368,Import Value,5622
TCL,Crops and livestock products,642,Romania,F1802,Fruit ,A,Official figure ,1000 US$,542604.27,648373.46,739372.86,797831.11,764856.86,846181.4,932837.37,Import Value,5622
TCL,Crops and livestock products,642,Romania,F1773,Nuts ,A,Official figure ,1000 US$,79244.75,75297.09,88686.2,103491.92,107914.57,110001.8,143329.43,Import Value,5622
TCL,Crops and livestock products,642,Romania,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,375565.36,433374.23,598662.51,686901.67,777245.2,774798.77,830029.04,Import Value,5622
TCL,Crops and livestock products,642,Romania,F2074,Poultry Meat ,A,Official figure ,1000 US$,183432.12,203361.83,222947.94,252362.42,240777.36,245913.46,299663.08,Import Value,5622
TCL,Crops and livestock products,642,Romania,F1719,Roots and Tubers ,A,Official figure ,1000 US$,47796.63,81543.61,83212.91,95570.92,151083.06,123214.06,148710.55,Import Value,5622
TCL,Crops and livestock products,642,Romania,F1734,Vegetables ,A,Official figure ,1000 US$,380009.91,472160.77,532213.29,634345.25,670545.7,692544.86,768704.09,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F2071,Bovine Meat ,A,Official figure ,1000 US$,13108.59,14536.97,9467.15,13267.12,10443.53,6536.54,11734.87,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F1944,Cereals ,A,Official figure ,1000 US$,386412.95,397396.82,385004.12,329980.29,320113.35,464948.42,558427.43,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F1887,Dairy Products ,A,Official figure ,1000 US$,281990.09,273706.07,304184.39,311915.32,287848.92,275261.1,302599.98,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F1782,Eggs ,A,Official figure ,1000 US$,33857.74,24783.42,24094.42,28558.66,27821.94,25263.46,39548.48,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,109176.99,111172.13,102898.42,126643.59,119750.26,123273.51,133513.97,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F1802,Fruit ,A,Official figure ,1000 US$,86001.85,90557.87,109999.14,122168.06,114236.64,103713.77,107738.98,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F1773,Nuts ,A,Official figure ,1000 US$,40617.78,43166.7,42715.04,39565.29,33746.84,38494.1,45831.75,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,76722.38,85956.74,99116.33,116662.02,136086.48,133761.6,128781.48,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F2074,Poultry Meat ,A,Official figure ,1000 US$,112348.48,97187.17,64679.33,105322.03,96950.19,61844.61,70908.41,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F1719,Roots and Tubers ,A,Official figure ,1000 US$,4996.84,5679.93,6366.76,7415.14,9500.38,8314.64,8205.88,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F1734,Vegetables ,A,Official figure ,1000 US$,48693.43,48296.12,47118.57,54227.94,68089.62,63355.32,63424.49,Export Value,5922
TCL,Crops and livestock products,703,Slovakia,F2071,Bovine Meat ,A,Official figure ,1000 US$,63593.66,67659.99,78420.8,91924.26,79331.66,74281.14,99042.73,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F1944,Cereals ,A,Official figure ,1000 US$,101927.19,84008.26,96957.92,115324.77,119561.08,106725.24,120739.1,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F1887,Dairy Products ,A,Official figure ,1000 US$,327350.42,356959.86,422744.56,429330.14,428545.48,449553.06,519364.56,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F1782,Eggs ,A,Official figure ,1000 US$,11518.03,10092.84,15164.29,15308.76,15227.57,22309.87,23495.68,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,202806.95,201531.29,212648.37,230071.55,238174.83,251912.77,320310.25,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F1802,Fruit ,A,Official figure ,1000 US$,337557.08,378688.06,388618.63,425980.58,421457.45,455108.15,500980.71,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F1773,Nuts ,A,Official figure ,1000 US$,73724.56,76676.22,75535.3,72488.95,67689.05,77077.72,84101.04,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,300045.88,386513.84,445787.16,457524.34,473666.98,508125.12,505235.11,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F2074,Poultry Meat ,A,Official figure ,1000 US$,126380.99,124030.9,133052.75,205712.41,215532.67,204546.34,187390.17,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F1719,Roots and Tubers ,A,Official figure ,1000 US$,41209.09,51916.55,48039.82,51750.47,66281.67,66999.84,59101.3,Import Value,5622
TCL,Crops and livestock products,703,Slovakia,F1734,Vegetables ,A,Official figure ,1000 US$,264459.15,279544.99,285720.29,325175.07,357281.17,363443.56,390600.25,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F2071,Bovine Meat ,A,Official figure ,1000 US$,25253.27,28868.89,41083.31,67125.26,65832.38,56685.96,98216.81,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F1944,Cereals ,A,Official figure ,1000 US$,59884.65,79363.24,112004.38,150217.41,179871.43,193477.81,311077.71,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F1887,Dairy Products ,A,Official figure ,1000 US$,146416.99,150670.83,192765.16,205433.24,191047.74,201981.35,224701.33,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F1782,Eggs ,A,Official figure ,1000 US$,4526.38,5323.45,5215.92,5437.47,5370.35,5157.01,7325.07,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,402591.42,363296.57,289896.88,399824.64,319180.6,333837.42,427356.98,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F1802,Fruit ,A,Official figure ,1000 US$,158548.42,157194.03,204598.93,219076.25,223804.06,266633.64,283031.31,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F1773,Nuts ,A,Official figure ,1000 US$,9358.62,7923.62,7172.41,8382.95,9107.32,12259.58,13648.7,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,60057.27,55956.08,60587.55,73110.87,74914.25,83669.67,108988.55,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F2074,Poultry Meat ,A,Official figure ,1000 US$,79365.48,85721.56,95399.94,110840.62,117027.94,118133.13,135079.54,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F1719,Roots and Tubers ,A,Official figure ,1000 US$,5558.58,10052.14,10097.53,12650.88,33521.89,17995.47,17518.85,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F1734,Vegetables ,A,Official figure ,1000 US$,95154.73,117348.09,117902.95,111635.86,101010.66,88775.89,100145.28,Export Value,5922
TCL,Crops and livestock products,705,Slovenia,F2071,Bovine Meat ,A,Official figure ,1000 US$,45001.47,49284.44,53557.15,66477.4,61290.95,52798.68,66281.22,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F1944,Cereals ,A,Official figure ,1000 US$,98208.3,114239.77,145664.79,188424.43,202877.56,201949.14,310638.7,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F1887,Dairy Products ,A,Official figure ,1000 US$,155821.75,155490.34,184995.83,204941.11,189749.23,197896.52,218488.71,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F1782,Eggs ,A,Official figure ,1000 US$,5095.48,4882.58,6714.82,4932.85,4436.51,4616.08,4806.59,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,486490.4,437548.36,413168.56,505482.45,417116.62,426694.74,537844.31,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F1802,Fruit ,A,Official figure ,1000 US$,263006.46,287851.14,349926.28,368441.53,350531.97,403031.79,434491.68,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F1773,Nuts ,A,Official figure ,1000 US$,37360.65,34675.91,40272.17,44586.09,41244.08,42866.43,43720.37,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,146559.71,158803.2,157589.25,164399.12,167382.65,153541.28,150673.41,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F2074,Poultry Meat ,A,Official figure ,1000 US$,60659.07,59711.98,62635.39,71527.13,65503.97,58844.9,71344.63,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F1719,Roots and Tubers ,A,Official figure ,1000 US$,20034.76,28591.63,32251.29,37564.36,57222.23,42766.74,36636.97,Import Value,5622
TCL,Crops and livestock products,705,Slovenia,F1734,Vegetables ,A,Official figure ,1000 US$,207190.15,232706.04,246949.85,239101.21,244059.81,228587.33,245118.73,Import Value,5622
TCL,Crops and livestock products,724,Spain,F2071,Bovine Meat ,A,Official figure ,1000 US$,687071.38,730192.07,795828.78,859596.61,916839.6,945392.08,1146408.91,Export Value,5922
TCL,Crops and livestock products,724,Spain,F1944,Cereals ,A,Official figure ,1000 US$,461005.12,402600.6,412803.84,479427.48,502123.72,559784.09,528489.01,Export Value,5922
TCL,Crops and livestock products,724,Spain,F1887,Dairy Products ,A,Official figure ,1000 US$,1059182.97,1103573.96,1304071.56,1328346.88,1332072.06,1362070.44,1554203.56,Export Value,5922
TCL,Crops and livestock products,724,Spain,F1782,Eggs ,A,Official figure ,1000 US$,249130.99,195210.62,212706.17,232274.24,233778.27,269237.5,288819.39,Export Value,5922
TCL,Crops and livestock products,724,Spain,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,1290836.87,1283922.12,1342160.05,1517557.72,1425213.89,1670736.15,2170120.46,Export Value,5922
TCL,Crops and livestock products,724,Spain,F1802,Fruit ,A,Official figure ,1000 US$,9072403.5,9380597.62,9935357.91,10510719.16,10192019.86,11299226.39,12011843.18,Export Value,5922
TCL,Crops and livestock products,724,Spain,F1773,Nuts ,A,Official figure ,1000 US$,1155122.09,936171.67,884493.06,1010998.47,1131602.41,1065660.35,1127281.31,Export Value,5922
TCL,Crops and livestock products,724,Spain,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,3835672.73,4418405.5,4984034.32,5130483.29,6141952.55,7593375.1,7761648.2,Export Value,5922
TCL,Crops and livestock products,724,Spain,F2074,Poultry Meat ,A,Official figure ,1000 US$,407839.2,396155.04,418165.03,497121.8,519849.61,480531.36,615965.01,Export Value,5922
TCL,Crops and livestock products,724,Spain,F1719,Roots and Tubers ,A,Official figure ,1000 US$,153103.98,191747.95,178535.66,235449.04,272204.16,218764.66,232115.87,Export Value,5922
TCL,Crops and livestock products,724,Spain,F1734,Vegetables ,A,Official figure ,1000 US$,7759967.79,8323267.84,8785108.67,9172303.42,9359415.28,10048243.6,11024034.24,Export Value,5922
TCL,Crops and livestock products,724,Spain,F2071,Bovine Meat ,A,Official figure ,1000 US$,690342.43,755277.17,831600.28,873785.14,823993.06,635488.64,791635.4,Import Value,5622
TCL,Crops and livestock products,724,Spain,F1944,Cereals ,A,Official figure ,1000 US$,2905947.96,2901694.98,3127614.05,3718567.02,3545997.58,3034406.09,3912277.52,Import Value,5622
TCL,Crops and livestock products,724,Spain,F1887,Dairy Products ,A,Official figure ,1000 US$,1674507.74,1588805.57,1878753.09,1980872.42,1962532.16,1910949.86,2096040.54,Import Value,5622
TCL,Crops and livestock products,724,Spain,F1782,Eggs ,A,Official figure ,1000 US$,79318.31,92983.02,100498.19,114129.12,99251.85,88866.99,116393.28,Import Value,5622
TCL,Crops and livestock products,724,Spain,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,1864396.73,1881261.48,1953765.68,2059544.11,2191222.81,2318363.58,2833127.72,Import Value,5622
TCL,Crops and livestock products,724,Spain,F1802,Fruit ,A,Official figure ,1000 US$,2038323.08,2323962.81,2568994.2,2922840.79,2685643.71,3015542.6,3210421.99,Import Value,5622
TCL,Crops and livestock products,724,Spain,F1773,Nuts ,A,Official figure ,1000 US$,1194189.72,1087684.56,1022498.27,1066129.33,1089848.43,1119379.23,1092001.64,Import Value,5622
TCL,Crops and livestock products,724,Spain,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,378507.25,352890.08,398393.16,353857.35,348572.42,342976.63,381482.94,Import Value,5622
TCL,Crops and livestock products,724,Spain,F2074,Poultry Meat ,A,Official figure ,1000 US$,458170.22,481803.96,525458.73,533890.21,529155.91,462350.87,516890.01,Import Value,5622
TCL,Crops and livestock products,724,Spain,F1719,Roots and Tubers ,A,Official figure ,1000 US$,364925.47,498719.3,514817.46,543185.59,635957.1,568130.31,570562.14,Import Value,5622
TCL,Crops and livestock products,724,Spain,F1734,Vegetables ,A,Official figure ,1000 US$,1352465.62,1510703.33,1652331.75,1856166.41,1826831.69,1931125.3,2166845.54,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F2071,Bovine Meat ,A,Official figure ,1000 US$,46650.93,42087.14,49150.27,47675.58,43655.7,42562.53,56419.06,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F1944,Cereals ,A,Official figure ,1000 US$,408679.63,344024.39,298256.09,210779.13,223894.17,397328.12,334627.31,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F1887,Dairy Products ,A,Official figure ,1000 US$,349906.65,296895.04,345369.28,314260.44,309484.89,353371.91,439481.8,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F1782,Eggs ,A,Official figure ,1000 US$,19467.46,24320.95,24867.75,30003.92,33762.4,32962.54,24337.73,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,182066.09,173633.29,199214.34,199964.62,209358.56,248786,321396.27,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F1802,Fruit ,A,Official figure ,1000 US$,174686.49,175154.12,186449.92,167001.14,165102.15,165801.87,181120.38,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F1773,Nuts ,A,Official figure ,1000 US$,25291.43,30113.92,33313.84,36711.43,38357.8,41773.44,35977.99,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,74127.63,72550.98,81449.88,91166.35,84450.13,75328.25,88714.03,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F2074,Poultry Meat ,A,Official figure ,1000 US$,53895.77,55425.04,58995.53,64913.39,61032.59,69669.78,71316.38,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F1719,Roots and Tubers ,A,Official figure ,1000 US$,9891.25,9494.33,9306.19,8314.12,11732.95,10310.39,12857.38,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F1734,Vegetables ,A,Official figure ,1000 US$,132541.16,144221.47,139493.7,149031.16,156710.63,169615.54,189563.4,Export Value,5922
TCL,Crops and livestock products,752,Sweden,F2071,Bovine Meat ,A,Official figure ,1000 US$,507496.88,491312.55,504199.5,499655.43,435435.43,392220.47,468360.49,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F1944,Cereals ,A,Official figure ,1000 US$,153103.71,139628.28,148502.25,221663.44,243098.59,145650.95,136606.7,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F1887,Dairy Products ,A,Official figure ,1000 US$,910964.58,915058.07,1052763.09,1088839.14,1036688.09,1020152.24,1069247.92,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F1782,Eggs ,A,Official figure ,1000 US$,29843.55,29326.26,32672.77,42123.36,32381.96,28228.24,43298.66,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,432274.63,426303.81,445410.17,504492.8,480983.82,517015.8,578155.58,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F1802,Fruit ,A,Official figure ,1000 US$,1216850.69,1238595.04,1252627.88,1287110.34,1123472.28,1237750.89,1276401.61,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F1773,Nuts ,A,Official figure ,1000 US$,251063.81,225130.63,220816.01,227193.19,209162.45,224364.57,207191.2,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,424883.07,427979.44,440407.52,422689.69,382819.55,343641.8,343867.54,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F2074,Poultry Meat ,A,Official figure ,1000 US$,307418.85,316147.55,312791.25,314796,297301.27,276413.82,323630.54,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F1719,Roots and Tubers ,A,Official figure ,1000 US$,100054.45,105071.86,107971.08,120492.54,125109.9,112131.92,126831.09,Import Value,5622
TCL,Crops and livestock products,752,Sweden,F1734,Vegetables ,A,Official figure ,1000 US$,990683.82,1039542.46,1082611.22,1109479.71,1065114.74,1097804.98,1154693.85,Import Value,5622
