Domain Code,Domain,Area Code,Area,Item Code (CPC),Item(M49),Flag,Flag Description,Unit,2015,2016,2017,2018,2019,2020,2021,Element,Element Code
TCL,Crops and livestock products,208,Denmark,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,354828.45,340451.01,360910.57,368152.92,387248.45,399590.81,401845.23,Import Value,5622
TCL,Crops and livestock products,208,Denmark,F2074,Poultry Meat ,A,Official figure ,1000 US$,280177.23,285976.07,309979.3,372361.71,376427.3,358285.83,361117.81,Import Value,5622
TCL,Crops and livestock products,208,Denmark,F1719,Roots and Tubers ,A,Official figure ,1000 US$,99517.3,101014.2,103694.73,119819.9,118313.85,110740.63,121110.3,Import Value,5622
TCL,Crops and livestock products,208,Denmark,F1734,Vegetables ,A,Official figure ,1000 US$,609019.72,603113.15,655796.03,734370.6,726933.3,779041.74,869606.02,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F2071,Bovine Meat ,A,Official figure ,1000 US$,14194.6,13267.72,14492.2,16715.15,14672.14,15985.92,18876.89,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F1944,Cereals ,A,Official figure ,1000 US$,153102.44,115788.68,168177.76,120554.91,215995.07,238531.91,200760.54,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F1887,Dairy Products ,A,Official figure ,1000 US$,132894.6,143759.6,198178.1,213244.56,217986.71,235777.59,262976.53,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F1782,Eggs ,A,Official figure ,1000 US$,4815.54,3579,3065.42,3212.82,1766.93,1077.93,1324.18,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,15746.51,14365.85,12134.18,19380.64,12508.85,24770.9,31025.77,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F1802,Fruit ,A,Official figure ,1000 US$,30263.19,35451.03,38677.94,36296.1,41599.05,42247.9,47632.78,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F1773,Nuts ,A,Official figure ,1000 US$,1332,916.95,2112.12,3367.29,3046.9,1799.91,1542.52,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,36798.72,34442.04,39908.96,43386.99,55322.36,51460.92,48583.43,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F2074,Poultry Meat ,A,Official figure ,1000 US$,21459.8,23556.95,22622.93,27265.7,29499.22,30027.02,36039.18,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F1719,Roots and Tubers ,A,Official figure ,1000 US$,1838.88,2187.79,2134.32,2934.5,4233.74,3185.32,1879.18,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F1734,Vegetables ,A,Official figure ,1000 US$,12755.62,15491.83,20022.66,21435.54,20786.44,20682.59,21133.47,Export Value,5922
TCL,Crops and livestock products,233,Estonia,F2071,Bovine Meat ,A,Official figure ,1000 US$,15284.07,19054.85,23702.27,31257,28856.57,26194.65,30846.92,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F1944,Cereals ,A,Official figure ,1000 US$,19554.12,15338.79,22857.31,22364.84,21502.12,19880.52,21877.77,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F1887,Dairy Products ,A,Official figure ,1000 US$,53804.54,53407.73,71544.73,79208.88,74179.87,81131.81,95057.05,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F1782,Eggs ,A,Official figure ,1000 US$,12027.27,12413.65,11419.51,13181.73,14803.46,13477.9,13822.96,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,67503.94,63238.2,66098.32,83062.74,81474.03,96481.86,116019.42,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F1802,Fruit ,A,Official figure ,1000 US$,112059.79,126035.65,146884.34,162170.27,146715.17,170061.11,182832.26,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F1773,Nuts ,A,Official figure ,1000 US$,23614.61,24390.56,25693.07,28349.92,32576.7,27215.96,27072.26,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,55604.74,58713.76,69493.76,75639.14,80667.33,77888.24,75988.04,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F2074,Poultry Meat ,A,Official figure ,1000 US$,40327.91,46110.18,44403.14,62893.66,56028.5,52080.91,62509.77,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F1719,Roots and Tubers ,A,Official figure ,1000 US$,8208.03,9156.42,11511.61,12942.52,14793.84,12506.2,13990.27,Import Value,5622
TCL,Crops and livestock products,233,Estonia,F1734,Vegetables ,A,Official figure ,1000 US$,76384.3,85418.12,102655.96,112318.54,113715.42,110522.12,122777.87,Import Value,5622
TCL,Crops and livestock products,246,Finland,F2071,Bovine Meat ,A,Official figure ,1000 US$,14592.07,18142.93,19389.59,24986.13,38964.97,36817.13,36830.14,Export Value,5922
TCL,Crops and livestock products,246,Finland,F1944,Cereals ,A,Official figure ,1000 US$,163271.52,134341.68,123424.13,94849.95,133054.93,160051.14,116482.83,Export Value,5922
TCL,Crops and livestock products,246,Finland,F1887,Dairy Products ,A,Official figure ,1000 US$,419093.67,383530.7,439609.52,437967.38,455150.45,489241.69,483903.96,Export Value,5922
TCL,Crops and livestock products,246,Finland,F1782,Eggs ,A,Official figure ,1000 US$,16620.32,11546.26,12841.73,16933.01,15790.89,14327.63,19448.78,Export Value,5922
TCL,Crops and livestock products,246,Finland,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,51802.24,53806.79,74582.56,69643.56,98555.06,95653.05,118498.97,Export Value,5922
TCL,Crops and livestock products,246,Finland,F1802,Fruit ,A,Official figure ,1000 US$,45807.48,46529.56,44355.89,39513.4,33700.46,41231.02,47761.44,Export Value,5922
TCL,Crops and livestock products,246,Finland,F1773,Nuts ,A,Official figure ,1000 US$,1777.83,1296.21,970.05,1070.53,927.49,1087.12,1073.9,Export Value,5922
TCL,Crops and livestock products,246,Finland,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,82270.94,79025.78,75481.58,60604.46,90485.06,120786.09,118022,Export Value,5922
TCL,Crops and livestock products,246,Finland,F2074,Poultry Meat ,A,Official figure ,1000 US$,15252.55,14199.53,13629.58,15823.94,15220.45,13865.6,13400.73,Export Value,5922
TCL,Crops and livestock products,246,Finland,F1719,Roots and Tubers ,A,Official figure ,1000 US$,4968.1,4713.18,5803.65,6013.73,8216.36,4226.93,4437.47,Export Value,5922
TCL,Crops and livestock products,246,Finland,F1734,Vegetables ,A,Official figure ,1000 US$,8401.05,8361.28,9492.27,13620.8,14039.74,16096.07,21083.4,Export Value,5922
TCL,Crops and livestock products,246,Finland,F2071,Bovine Meat ,A,Official figure ,1000 US$,88991.84,88750.6,102488.38,120458.9,97951.29,91209.57,99641.79,Import Value,5622
TCL,Crops and livestock products,246,Finland,F1944,Cereals ,A,Official figure ,1000 US$,38553.89,31235.38,41984.71,61310.54,45801.48,40245.19,58476.92,Import Value,5622
TCL,Crops and livestock products,246,Finland,F1887,Dairy Products ,A,Official figure ,1000 US$,394730.13,365953.74,387353.21,406462.41,381152.9,376525.52,384927.53,Import Value,5622
TCL,Crops and livestock products,246,Finland,F1782,Eggs ,A,Official figure ,1000 US$,4196.11,4607.22,3895.66,6730.74,6642.55,9417.64,6926.83,Import Value,5622
TCL,Crops and livestock products,246,Finland,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,363192.18,361418.62,358589.09,381945.28,372455.63,372939.54,424015.53,Import Value,5622
TCL,Crops and livestock products,246,Finland,F1802,Fruit ,A,Official figure ,1000 US$,557969.89,582523.5,600428.43,659818.89,606481.4,657188.16,681224.99,Import Value,5622
TCL,Crops and livestock products,246,Finland,F1773,Nuts ,A,Official figure ,1000 US$,72146.13,71016.84,68179.5,67384.05,68551.06,77274.46,69373.71,Import Value,5622
TCL,Crops and livestock products,246,Finland,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,107411.93,104804.85,110009.98,111631.99,112220.24,97088.55,86387.09,Import Value,5622
TCL,Crops and livestock products,246,Finland,F2074,Poultry Meat ,A,Official figure ,1000 US$,81515.6,79216.79,83327.82,91659.4,87640.28,77836.99,88683.03,Import Value,5622
TCL,Crops and livestock products,246,Finland,F1719,Roots and Tubers ,A,Official figure ,1000 US$,40715.84,45197.76,49361.09,50277.9,48188.79,47755.45,49152.93,Import Value,5622
TCL,Crops and livestock products,246,Finland,F1734,Vegetables ,A,Official figure ,1000 US$,361249.19,382208.22,398950.28,432312.78,417413.22,450294.81,472463.61,Import Value,5622
TCL,Crops and livestock products,250,France,F2071,Bovine Meat ,A,Official figure ,1000 US$,1138400.62,1115944.08,1190025.27,1281935.52,1150918.51,1127290.18,1364430.62,Export Value,5922
TCL,Crops and livestock products,250,France,F1944,Cereals ,A,Official figure ,1000 US$,7968364.22,6188637.21,5574999.86,7262706.77,7304972.73,7758524.32,8206750.2,Export Value,5922
TCL,Crops and livestock products,250,France,F1887,Dairy Products ,A,Official figure ,1000 US$,6611060.84,6278337.07,6787654.55,6922496.66,6694925.57,6895845.37,7538876.36,Export Value,5922
TCL,Crops and livestock products,250,France,F1782,Eggs ,A,Official figure ,1000 US$,248516.25,238389.07,264294.05,272949.53,245940.69,253032.75,282319.46,Export Value,5922
TCL,Crops and livestock products,250,France,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,3198383.27,2951767.9,3162315.76,3368257.23,3216070.68,3518620.21,4094550.79,Export Value,5922
TCL,Crops and livestock products,250,France,F1802,Fruit ,A,Official figure ,1000 US$,2396680.04,2356619.81,2483520.07,2428315.77,2184053.69,2280038.08,2399959.46,Export Value,5922
TCL,Crops and livestock products,250,France,F1773,Nuts ,A,Official figure ,1000 US$,289394.12,296392.91,307930.22,292954,258747.09,250623.19,244787.2,Export Value,5922
TCL,Crops and livestock products,250,France,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,1062045.43,1129332.97,1203577.6,1166239.37,1374566.75,1461924.55,1424568.22,Export Value,5922
TCL,Crops and livestock products,250,France,F2074,Poultry Meat ,A,Official figure ,1000 US$,1454954.01,1297878.51,1311742.87,1402449.01,1269204.52,1098729.15,1271893.96,Export Value,5922
TCL,Crops and livestock products,250,France,F1719,Roots and Tubers ,A,Official figure ,1000 US$,783803.31,942698.83,963214.63,1063891.1,1243479.23,1028179.3,1074229.13,Export Value,5922
TCL,Crops and livestock products,250,France,F1734,Vegetables ,A,Official figure ,1000 US$,2103947.57,2114181.47,2225629.1,2194400.03,2238780.2,2443147.24,2546624.65,Export Value,5922
TCL,Crops and livestock products,250,France,F2071,Bovine Meat ,A,Official figure ,1000 US$,1650285.81,1526849.53,1595908.52,1754911.4,1691740.96,1439501.88,1828851.7,Import Value,5622
TCL,Crops and livestock products,250,France,F1944,Cereals ,A,Official figure ,1000 US$,930016.51,990365.69,1034523.72,964998.93,993376.91,1053756.03,1079307.53,Import Value,5622
TCL,Crops and livestock products,250,France,F1887,Dairy Products ,A,Official figure ,1000 US$,3255232.77,3235590.75,4135027.45,4463092.74,4136296.26,3972827.82,4606203.44,Import Value,5622
TCL,Crops and livestock products,250,France,F1782,Eggs ,A,Official figure ,1000 US$,170071.45,148620.84,190542.65,188818.37,172589.96,166996.95,171330.81,Import Value,5622
TCL,Crops and livestock products,250,France,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,3136249.26,2840150.92,2905412.95,3062056.85,3097781.26,3313369.95,3942505.55,Import Value,5622
TCL,Crops and livestock products,250,France,F1802,Fruit ,A,Official figure ,1000 US$,5752463.53,6178593.07,6656274.83,7076517.42,6384786.54,6835412.53,7345557.15,Import Value,5622
TCL,Crops and livestock products,250,France,F1773,Nuts ,A,Official figure ,1000 US$,1242611.57,1195601.76,1262787.22,1275704.47,1216592.65,1320972.74,1316048.19,Import Value,5622
TCL,Crops and livestock products,250,France,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,1450175.49,1303537.3,1522304.39,1566241.73,1555276.52,1601637.75,1594793.78,Import Value,5622
TCL,Crops and livestock products,250,France,F2074,Poultry Meat ,A,Official figure ,1000 US$,1356962.2,1419230.57,1522369.59,1736606.87,1639213.03,1553445.44,1894011.27,Import Value,5622
TCL,Crops and livestock products,250,France,F1719,Roots and Tubers ,A,Official figure ,1000 US$,665929,740634.74,789014.58,811322.25,870063.85,760105.08,824124.42,Import Value,5622
TCL,Crops and livestock products,250,France,F1734,Vegetables ,A,Official figure ,1000 US$,4271329.37,4580578.69,4947911.21,4991215.65,4922415.51,5149428.07,5397818.22,Import Value,5622
TCL,Crops and livestock products,276,Germany,F2071,Bovine Meat ,A,Official figure ,1000 US$,1781286.98,1696382.89,1777936.52,1839852.67,1684727.3,1422449.34,1722117.15,Export Value,5922
TCL,Crops and livestock products,276,Germany,F1944,Cereals ,A,Official figure ,1000 US$,3329914.93,2772129.59,2409195.79,1883187.96,1857397.35,2945330.88,3225949.81,Export Value,5922
TCL,Crops and livestock products,276,Germany,F1887,Dairy Products ,A,Official figure ,1000 US$,8348605.65,8003605.46,9582696.17,9624978.79,9576798.78,9861287.85,10869051.84,Export Value,5922
TCL,Crops and livestock products,276,Germany,F1782,Eggs ,A,Official figure ,1000 US$,325343.49,338359.81,363533.12,379768.64,352908.33,324381.51,355928.43,Export Value,5922
TCL,Crops and livestock products,276,Germany,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,4101729.35,4014126.37,4267456.15,4655538.94,4564051,5425507.06,6449012.86,Export Value,5922
TCL,Crops and livestock products,276,Germany,F1802,Fruit ,A,Official figure ,1000 US$,2691689.7,2790035.35,2928389.54,3137090.15,2870597.36,3023214.8,3075067.05,Export Value,5922
TCL,Crops and livestock products,276,Germany,F1773,Nuts ,A,Official figure ,1000 US$,1027297.19,1079354.07,1169666.84,1227131.13,1224654.41,1343239.55,1250859.75,Export Value,5922
TCL,Crops and livestock products,276,Germany,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,5037023.7,5394429.71,5953181.15,5569692.6,6110212.87,6019541.27,5105288.14,Export Value,5922
TCL,Crops and livestock products,276,Germany,F2074,Poultry Meat ,A,Official figure ,1000 US$,1775607.33,1738411.68,1855156.2,1993535.42,1883002.89,1707806.68,1845222.47,Export Value,5922
TCL,Crops and livestock products,276,Germany,F1719,Roots and Tubers ,A,Official figure ,1000 US$,694632.14,794985.54,874930.23,925511.27,965721.78,906830.47,971710.51,Export Value,5922
TCL,Crops and livestock products,276,Germany,F1734,Vegetables ,A,Official figure ,1000 US$,1387374.62,1416948.04,1523235.9,1635744.16,1563423.96,1599049.02,1684716.8,Export Value,5922
TCL,Crops and livestock products,276,Germany,F2071,Bovine Meat ,A,Official figure ,1000 US$,2185958.29,2211887.14,2435775.52,2521952.8,2344731.44,2267441.26,2463152.32,Import Value,5622
TCL,Crops and livestock products,276,Germany,F1944,Cereals ,A,Official figure ,1000 US$,2672812.12,2467029.53,2449166.1,2879415.9,2814031.78,3123485.35,3317109.92,Import Value,5622
TCL,Crops and livestock products,276,Germany,F1887,Dairy Products ,A,Official figure ,1000 US$,6018582.81,6035551.67,7438230.66,7567456.22,7476494.39,7720735.76,8571386.77,Import Value,5622
TCL,Crops and livestock products,276,Germany,F1782,Eggs ,A,Official figure ,1000 US$,740317.43,783763.48,851147.76,949615.16,798040.86,815741.68,792536.59,Import Value,5622
TCL,Crops and livestock products,276,Germany,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,3613664.63,3514912.24,3961805.6,4280937.26,4034944.38,4264332.48,5004965.3,Import Value,5622
TCL,Crops and livestock products,276,Germany,F1802,Fruit ,A,Official figure ,1000 US$,9418755.03,9833310.61,10637496.44,11379889.38,10322373.43,11761589.2,12043376.21,Import Value,5622
TCL,Crops and livestock products,276,Germany,F1773,Nuts ,A,Official figure ,1000 US$,3479805.52,3029634.4,3152941.78,3110371.09,3012825.29,3376599.49,3324225.2,Import Value,5622
TCL,Crops and livestock products,276,Germany,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,2266827.67,2346617.46,2685796.88,2615829.03,2726105.71,2675002.43,2529497.83,Import Value,5622
TCL,Crops and livestock products,276,Germany,F2074,Poultry Meat ,A,Official figure ,1000 US$,2134553.91,2204313.04,2361498.38,2736131.08,2408269.77,2140362.9,2352471.56,Import Value,5622
TCL,Crops and livestock products,276,Germany,F1719,Roots and Tubers ,A,Official figure ,1000 US$,527576.95,638602.64,673510.02,698910.85,860379.02,746921.24,742988.09,Import Value,5622
TCL,Crops and livestock products,276,Germany,F1734,Vegetables ,A,Official figure ,1000 US$,7348486.89,7549518.13,8165279.28,8432964.69,8190288.51,9133517.24,9780981.3,Import Value,5622
TCL,Crops and livestock products,300,Greece,F2071,Bovine Meat ,A,Official figure ,1000 US$,3318.79,4631.75,4827.9,4879.78,5270.35,6553.84,9194.03,Export Value,5922
TCL,Crops and livestock products,300,Greece,F1944,Cereals ,A,Official figure ,1000 US$,122411.68,221848.41,140968.63,156782.1,142285.6,167252.29,290782.45,Export Value,5922
TCL,Crops and livestock products,300,Greece,F1887,Dairy Products ,A,Official figure ,1000 US$,590814.84,615222.09,674169.24,755796.7,748362.23,885956.18,1024572.8,Export Value,5922
TCL,Crops and livestock products,300,Greece,F1782,Eggs ,A,Official figure ,1000 US$,6495.06,4735.74,4183.25,3787.73,5114.57,6687.96,6294.21,Export Value,5922
TCL,Crops and livestock products,300,Greece,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,60254.97,63651.99,69420.3,94625.48,97058.17,135004.04,158308.48,Export Value,5922
TCL,Crops and livestock products,300,Greece,F1802,Fruit ,A,Official figure ,1000 US$,1276794.82,1360457.63,1336332.45,1478171.84,1455164.84,1742605.56,1793904.82,Export Value,5922
TCL,Crops and livestock products,300,Greece,F1773,Nuts ,A,Official figure ,1000 US$,43392.65,40272.85,48516.92,53508.37,64259.31,63540.54,78289.61,Export Value,5922
TCL,Crops and livestock products,300,Greece,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,12671.63,14075.8,16974.34,20349.37,20991.19,22801.12,25956.44,Export Value,5922
TCL,Crops and livestock products,300,Greece,F2074,Poultry Meat ,A,Official figure ,1000 US$,25707.73,29046.62,37811.67,48242.08,50136.81,49793.43,65491.42,Export Value,5922
TCL,Crops and livestock products,300,Greece,F1719,Roots and Tubers ,A,Official figure ,1000 US$,7587.7,12519.41,16872.01,16168.05,33276.17,26317.25,20861.02,Export Value,5922
TCL,Crops and livestock products,300,Greece,F1734,Vegetables ,A,Official figure ,1000 US$,749205.75,781821.98,844952.98,931604.35,870874.15,946311.04,1060705.85,Export Value,5922
TCL,Crops and livestock products,300,Greece,F2071,Bovine Meat ,A,Official figure ,1000 US$,465044.76,480123.59,527543.06,575878.77,539428.16,532379.44,599722.52,Import Value,5622
TCL,Crops and livestock products,300,Greece,F1944,Cereals ,A,Official figure ,1000 US$,363468.55,400947.44,459161,473032.21,449864.22,417787.71,626550.25,Import Value,5622
TCL,Crops and livestock products,300,Greece,F1887,Dairy Products ,A,Official figure ,1000 US$,776143.13,768987.17,895052.04,886212.79,857075.44,839599.81,998746.91,Import Value,5622
TCL,Crops and livestock products,300,Greece,F1782,Eggs ,A,Official figure ,1000 US$,25735.74,23427.76,31598.12,35197.66,34128.18,31406.98,34857.17,Import Value,5622
TCL,Crops and livestock products,300,Greece,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,358677.89,370781.16,375939.71,431880.18,416281.78,484450.48,642211.12,Import Value,5622
TCL,Crops and livestock products,300,Greece,F1802,Fruit ,A,Official figure ,1000 US$,320510.88,337922.46,378607.52,405321.53,379570.9,381824.3,427985.09,Import Value,5622
TCL,Crops and livestock products,300,Greece,F1773,Nuts ,A,Official figure ,1000 US$,161592.24,140874.55,145448.25,146497.23,156938.16,152768.76,174103.06,Import Value,5622
TCL,Crops and livestock products,300,Greece,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,467977.21,494595.64,567845.65,552995.54,593458.41,495851.93,497553.85,Import Value,5622
TCL,Crops and livestock products,300,Greece,F2074,Poultry Meat ,A,Official figure ,1000 US$,187752.16,188158.03,196471.3,219451.5,212374.49,164515.95,206789.62,Import Value,5622
TCL,Crops and livestock products,300,Greece,F1719,Roots and Tubers ,A,Official figure ,1000 US$,124457.99,136431.51,154354.22,164501.11,202904.4,140022.05,158668.84,Import Value,5622
TCL,Crops and livestock products,300,Greece,F1734,Vegetables ,A,Official figure ,1000 US$,194494.75,201742.82,226199,249090.21,250323.7,237750.41,281596.65,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F2071,Bovine Meat ,A,Official figure ,1000 US$,39127.75,42813.87,47947.17,56915.02,50603.02,48515.54,57653.03,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F1944,Cereals ,A,Official figure ,1000 US$,1475172.78,1236389.79,1656172.62,1276312.88,1398725,1764620.94,1830399.2,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F1887,Dairy Products ,A,Official figure ,1000 US$,274934.44,272139.15,354053.05,356102.55,355342.72,364837.74,388041.18,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F1782,Eggs ,A,Official figure ,1000 US$,54869.03,44066.89,41988.75,47625.71,49174.59,48192.27,60825.04,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,901149.85,864233.88,940407.87,1027126.67,1009659.05,1053135.88,1314222.77,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F1802,Fruit ,A,Official figure ,1000 US$,291370.59,290527.1,368111,323377.12,301915.16,331097.9,353661.24,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F1773,Nuts ,A,Official figure ,1000 US$,52249.9,46155.73,49237.54,46201.38,42822.3,50814.21,52769.98,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,430964.66,454913.14,501043.02,437526.22,499512.32,514132.39,532220.83,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F2074,Poultry Meat ,A,Official figure ,1000 US$,659430.47,726572.46,660190.86,808462.86,769523.47,611317.86,858300.35,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F1719,Roots and Tubers ,A,Official figure ,1000 US$,1879.78,2345.65,4924.5,3677.28,5098.51,5056.58,5182.3,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F1734,Vegetables ,A,Official figure ,1000 US$,536063.53,551188.2,577076.44,622031.72,580778.69,632693.16,685462.81,Export Value,5922
TCL,Crops and livestock products,348,Hungary,F2071,Bovine Meat ,A,Official figure ,1000 US$,48840.92,56292.06,67293.35,81045.72,82034.47,73148.56,85339.07,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F1944,Cereals ,A,Official figure ,1000 US$,204635.68,163498.85,166505.5,165542.98,201476.65,204803.13,321489.16,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F1887,Dairy Products ,A,Official figure ,1000 US$,317041.76,335942.52,405078.77,429970.84,423625.79,429567.56,462579.02,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F1782,Eggs ,A,Official figure ,1000 US$,39767.43,29713.85,43098.74,38199.12,39131.44,47016.94,44775.4,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,467674.19,414084.52,451424.13,505922.53,517447.95,517564.5,687087.75,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F1802,Fruit ,A,Official figure ,1000 US$,305313.32,323532.86,341014.35,361104.95,393304.42,434094.13,471789.34,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F1773,Nuts ,A,Official figure ,1000 US$,60938.15,53588.65,60668.69,63242.42,60755.85,67038.39,71087.74,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,321280.37,385076.12,452973.75,463316.08,512389.44,471424.12,450075.28,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F2074,Poultry Meat ,A,Official figure ,1000 US$,79669.84,80939.08,124374.91,146815.09,158707.29,178140.73,196709.52,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F1719,Roots and Tubers ,A,Official figure ,1000 US$,42094.93,52450.64,58209.36,70485.48,81553.9,82256.7,91502.93,Import Value,5622
TCL,Crops and livestock products,348,Hungary,F1734,Vegetables ,A,Official figure ,1000 US$,213722.8,231563.33,245202.57,286269.55,314175.56,354926.42,394064.79,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F2071,Bovine Meat ,A,Official figure ,1000 US$,2454445.6,2508767.2,2716776.02,2874716.52,2601000.66,2660020.98,2838116.81,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F1944,Cereals ,A,Official figure ,1000 US$,40607.36,18099.46,21713.81,22227.16,36413.06,45262.87,64776.6,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F1887,Dairy Products ,A,Official figure ,1000 US$,1869819.73,1868909.98,2627361.31,3013796.67,3270670.89,3314142.75,3682531.51,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F1782,Eggs ,A,Official figure ,1000 US$,18217.57,13432.16,15352.94,14688.43,17567.7,20615.04,41842.16,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,306170.29,290641.58,339997.34,375131.32,377578.58,416215.44,505232.61,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F1802,Fruit ,A,Official figure ,1000 US$,140635.69,139000.14,162457.16,197679.78,177188.85,185810.6,187145.83,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F1773,Nuts ,A,Official figure ,1000 US$,5167.82,3309.45,3374.35,5565.96,7189.56,4016.95,5515.13,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,460401.64,525386.96,554096.62,570868.74,596149.33,663247.52,675023.26,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F2074,Poultry Meat ,A,Official figure ,1000 US$,352545.18,280950.03,306654.82,347555.26,307206.23,281376.33,279626.77,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F1719,Roots and Tubers ,A,Official figure ,1000 US$,10192.95,11353.96,13015.46,12386.84,16409.33,15561.07,16015.22,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F1734,Vegetables ,A,Official figure ,1000 US$,162329.28,152579.33,158964.06,161140.09,148342.36,165119.21,256253.49,Export Value,5922
TCL,Crops and livestock products,372,Ireland,F2071,Bovine Meat ,A,Official figure ,1000 US$,136693.63,130257.46,136399.49,158838.44,142760.24,147804.13,183197.96,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F1944,Cereals ,A,Official figure ,1000 US$,245560.02,278931.76,343916.66,564805.31,448889.32,445775.25,494379.96,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F1887,Dairy Products ,A,Official figure ,1000 US$,704541.49,607430.28,787961.61,888940.14,855888.6,930309.86,802436.92,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F1782,Eggs ,A,Official figure ,1000 US$,17407.82,13437.26,14296.84,17262.2,16676.62,18666.75,14909.58,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,859979.03,816069.53,874787.18,1250912.29,990922.38,1095870.34,1267769.9,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F1802,Fruit ,A,Official figure ,1000 US$,637439.04,638502.7,682104.05,776636.19,709449.47,772579.26,665941.41,Import Value,5622
